N° medida;Fecha;Voltaje Shunt;Voltaje Bus;Voltaje total;Corriente;Potencia;Memoria Libre; Memoria Usada;Memoria Total;Proceso Node
677;2020-12-02 08:49:46.515;h;h;h;h;h;618452;329852;948304;No Activo
678;2020-12-02 08:49:46.748;h;h;h;h;h;618208;330096;948304;No Activo
679;2020-12-02 08:49:46.982;h;h;h;h;h;618452;329852;948304;No Activo
680;2020-12-02 08:49:47.216;h;h;h;h;h;618436;329868;948304;No Activo
681;2020-12-02 08:49:47.473;h;h;h;h;h;618168;330136;948304;No Activo
682;2020-12-02 08:49:47.706;h;h;h;h;h;617696;330608;948304;No Activo
683;2020-12-02 08:49:47.939;h;h;h;h;h;617948;330356;948304;No Activo
684;2020-12-02 08:49:48.173;h;h;h;h;h;618168;330136;948304;No Activo
685;2020-12-02 08:49:48.435;h;h;h;h;h;618452;329852;948304;No Activo
686;2020-12-02 08:49:48.695;h;h;h;h;h;618428;329876;948304;No Activo
687;2020-12-02 08:49:48.928;h;h;h;h;h;618412;329892;948304;No Activo
688;2020-12-02 08:49:49.162;h;h;h;h;h;618420;329884;948304;No Activo
689;2020-12-02 08:49:49.396;h;h;h;h;h;618412;329892;948304;No Activo
690;2020-12-02 08:49:49.657;h;h;h;h;h;618428;329876;948304;No Activo
691;2020-12-02 08:49:49.890;h;h;h;h;h;618176;330128;948304;No Activo
692;2020-12-02 08:49:50.123;h;h;h;h;h;618208;330096;948304;No Activo
693;2020-12-02 08:49:50.357;h;h;h;h;h;618428;329876;948304;No Activo
694;2020-12-02 08:49:50.620;h;h;h;h;h;618452;329852;948304;No Activo
695;2020-12-02 08:49:50.877;h;h;h;h;h;618428;329876;948304;No Activo
696;2020-12-02 08:49:51.110;h;h;h;h;h;618696;329608;948304;No Activo
697;2020-12-02 08:49:51.344;h;h;h;h;h;618428;329876;948304;No Activo
698;2020-12-02 08:49:51.577;h;h;h;h;h;618736;329568;948304;No Activo
699;2020-12-02 08:49:51.840;h;h;h;h;h;618412;329892;948304;No Activo
700;2020-12-02 08:49:52.103;h;h;h;h;h;618704;329600;948304;No Activo
701;2020-12-02 08:49:52.337;h;h;h;h;h;618680;329624;948304;No Activo
702;2020-12-02 08:49:52.571;h;h;h;h;h;618696;329608;948304;No Activo
703;2020-12-02 08:49:52.805;h;h;h;h;h;618428;329876;948304;No Activo
704;2020-12-02 08:49:53.066;h;h;h;h;h;618428;329876;948304;No Activo
705;2020-12-02 08:49:53.326;h;h;h;h;h;618428;329876;948304;No Activo
706;2020-12-02 08:49:53.560;h;h;h;h;h;618444;329860;948304;No Activo
707;2020-12-02 08:49:53.793;h;h;h;h;h;618428;329876;948304;No Activo
708;2020-12-02 08:49:54.026;h;h;h;h;h;618460;329844;948304;No Activo
709;2020-12-02 08:49:54.287;h;h;h;h;h;618428;329876;948304;No Activo
710;2020-12-02 08:49:54.548;h;h;h;h;h;618444;329860;948304;No Activo
711;2020-12-02 08:49:54.783;h;h;h;h;h;618436;329868;948304;No Activo
712;2020-12-02 08:49:55.016;h;h;h;h;h;618420;329884;948304;No Activo
713;2020-12-02 08:49:55.249;h;h;h;h;h;618436;329868;948304;No Activo
714;2020-12-02 08:49:55.507;h;h;h;h;h;618436;329868;948304;No Activo
715;2020-12-02 08:49:55.770;h;h;h;h;h;617684;330620;948304;No Activo
716;2020-12-02 08:49:56.003;h;h;h;h;h;617652;330652;948304;No Activo
717;2020-12-02 08:49:56.235;h;h;h;h;h;617928;330376;948304;No Activo
718;2020-12-02 08:49:56.467;h;h;h;h;h;617688;330616;948304;No Activo
719;2020-12-02 08:49:56.724;h;h;h;h;h;617940;330364;948304;No Activo
720;2020-12-02 08:49:56.982;h;h;h;h;h;617452;330852;948304;No Activo
721;2020-12-02 08:49:57.213;h;h;h;h;h;617704;330600;948304;No Activo
722;2020-12-02 08:49:57.445;h;h;h;h;h;617420;330884;948304;No Activo
723;2020-12-02 08:49:57.677;h;h;h;h;h;617688;330616;948304;No Activo
724;2020-12-02 08:49:57.935;h;h;h;h;h;617672;330632;948304;No Activo
725;2020-12-02 08:49:58.192;h;h;h;h;h;617688;330616;948304;No Activo
726;2020-12-02 08:49:58.424;h;h;h;h;h;617940;330364;948304;No Activo
727;2020-12-02 08:49:58.656;h;h;h;h;h;617888;330416;948304;No Activo
728;2020-12-02 08:49:58.888;h;h;h;h;h;617620;330684;948304;No Activo
729;2020-12-02 08:49:59.149;h;h;h;h;h;617688;330616;948304;No Activo
730;2020-12-02 08:49:59.411;h;h;h;h;h;617704;330600;948304;No Activo
731;2020-12-02 08:49:59.643;h;h;h;h;h;617696;330608;948304;No Activo
732;2020-12-02 08:49:59.876;h;h;h;h;h;618248;330056;948304;No Activo
733;2020-12-02 08:50:00.108;h;h;h;h;h;617972;330332;948304;No Activo
734;2020-12-02 08:50:00.370;h;h;h;h;h;617964;330340;948304;No Activo
735;2020-12-02 08:50:00.627;h;h;h;h;h;617956;330348;948304;No Activo
736;2020-12-02 08:50:00.861;h;h;h;h;h;617940;330364;948304;No Activo
737;2020-12-02 08:50:01.096;h;h;h;h;h;618208;330096;948304;No Activo
738;2020-12-02 08:50:01.330;h;h;h;h;h;618232;330072;948304;No Activo
739;2020-12-02 08:50:01.587;h;h;h;h;h;618248;330056;948304;No Activo
740;2020-12-02 08:50:01.846;h;h;h;h;h;618248;330056;948304;No Activo
741;2020-12-02 08:50:02.078;h;h;h;h;h;617752;330552;948304;No Activo
742;2020-12-02 08:50:02.312;h;h;h;h;h;617728;330576;948304;No Activo
743;2020-12-02 08:50:02.545;h;h;h;h;h;617964;330340;948304;No Activo
744;2020-12-02 08:50:02.803;h;h;h;h;h;617932;330372;948304;No Activo
745;2020-12-02 08:50:03.063;h;h;h;h;h;618468;329836;948304;No Activo
746;2020-12-02 08:50:03.295;h;h;h;h;h;618484;329820;948304;No Activo
747;2020-12-02 08:50:03.536;h;h;h;h;h;618720;329584;948304;No Activo
748;2020-12-02 08:50:03.771;h;h;h;h;h;618956;329348;948304;No Activo
749;2020-12-02 08:50:04.030;h;h;h;h;h;619156;329148;948304;No Activo
750;2020-12-02 08:50:04.262;h;h;h;h;h;619476;328828;948304;No Activo
751;2020-12-02 08:50:04.495;h;h;h;h;h;618956;329348;948304;No Activo
752;2020-12-02 08:50:04.726;h;h;h;h;h;618940;329364;948304;No Activo
753;2020-12-02 08:50:04.983;h;h;h;h;h;618940;329364;948304;No Activo
754;2020-12-02 08:50:05.215;h;h;h;h;h;619192;329112;948304;No Activo
755;2020-12-02 08:50:05.447;h;h;h;h;h;618956;329348;948304;No Activo
756;2020-12-02 08:50:05.679;h;h;h;h;h;618980;329324;948304;No Activo
757;2020-12-02 08:50:05.936;h;h;h;h;h;618980;329324;948304;No Activo
758;2020-12-02 08:50:06.194;h;h;h;h;h;619216;329088;948304;No Activo
759;2020-12-02 08:50:06.425;h;h;h;h;h;618712;329592;948304;No Activo
760;2020-12-02 08:50:06.657;h;h;h;h;h;618964;329340;948304;No Activo
761;2020-12-02 08:50:06.889;h;h;h;h;h;619216;329088;948304;No Activo
762;2020-12-02 08:50:07.146;h;h;h;h;h;618964;329340;948304;No Activo
763;2020-12-02 08:50:07.404;h;h;h;h;h;618712;329592;948304;No Activo
764;2020-12-02 08:50:07.635;h;h;h;h;h;618964;329340;948304;No Activo
765;2020-12-02 08:50:07.867;h;h;h;h;h;618972;329332;948304;No Activo
766;2020-12-02 08:50:08.099;h;h;h;h;h;618892;329412;948304;No Activo
767;2020-12-02 08:50:08.352;h;h;h;h;h;618988;329316;948304;No Activo
768;2020-12-02 08:50:08.584;h;h;h;h;h;618988;329316;948304;No Activo
769;2020-12-02 08:50:08.817;h;h;h;h;h;619012;329292;948304;No Activo
770;2020-12-02 08:50:09.054;h;h;h;h;h;619272;329032;948304;No Activo
771;2020-12-02 08:50:09.315;h;h;h;h;h;619232;329072;948304;No Activo
772;2020-12-02 08:50:09.548;h;h;h;h;h;619240;329064;948304;No Activo
773;2020-12-02 08:50:09.782;h;h;h;h;h;619280;329024;948304;No Activo
774;2020-12-02 08:50:10.012;h;h;h;h;h;618988;329316;948304;No Activo
775;2020-12-02 08:50:10.271;h;h;h;h;h;618988;329316;948304;No Activo
776;2020-12-02 08:50:10.528;h;h;h;h;h;618988;329316;948304;No Activo
777;2020-12-02 08:50:10.760;h;h;h;h;h;618988;329316;948304;No Activo
778;2020-12-02 08:50:10.991;h;h;h;h;h;619004;329300;948304;No Activo
779;2020-12-02 08:50:11.223;h;h;h;h;h;618988;329316;948304;No Activo
780;2020-12-02 08:50:11.483;h;h;h;h;h;618988;329316;948304;No Activo
781;2020-12-02 08:50:11.740;h;h;h;h;h;619240;329064;948304;No Activo
782;2020-12-02 08:50:11.972;h;h;h;h;h;619240;329064;948304;No Activo
783;2020-12-02 08:50:12.203;h;h;h;h;h;618988;329316;948304;No Activo
784;2020-12-02 08:50:12.435;h;h;h;h;h;618988;329316;948304;No Activo
785;2020-12-02 08:50:12.693;h;h;h;h;h;618988;329316;948304;No Activo
786;2020-12-02 08:50:12.925;h;h;h;h;h;618988;329316;948304;No Activo
787;2020-12-02 08:50:13.157;h;h;h;h;h;619004;329300;948304;No Activo
788;2020-12-02 08:50:13.389;h;h;h;h;h;619240;329064;948304;No Activo
789;2020-12-02 08:50:13.647;h;h;h;h;h;618988;329316;948304;No Activo
790;2020-12-02 08:50:13.904;h;h;h;h;h;618720;329584;948304;No Activo
791;2020-12-02 08:50:14.136;h;h;h;h;h;618720;329584;948304;No Activo
792;2020-12-02 08:50:14.368;h;h;h;h;h;618988;329316;948304;No Activo
793;2020-12-02 08:50:14.600;h;h;h;h;h;618744;329560;948304;No Activo
794;2020-12-02 08:50:14.857;h;h;h;h;h;618744;329560;948304;No Activo
795;2020-12-02 08:50:15.115;h;h;h;h;h;618744;329560;948304;No Activo
796;2020-12-02 08:50:15.347;h;h;h;h;h;618744;329560;948304;No Activo
797;2020-12-02 08:50:15.580;h;h;h;h;h;618776;329528;948304;No Activo
798;2020-12-02 08:50:15.812;h;h;h;h;h;618944;329360;948304;No Activo
799;2020-12-02 08:50:16.071;h;h;h;h;h;619480;328824;948304;No Activo
800;2020-12-02 08:50:16.330;h;h;h;h;h;619516;328788;948304;No Activo
801;2020-12-02 08:50:16.563;h;h;h;h;h;619752;328552;948304;No Activo
802;2020-12-02 08:50:16.796;h;h;h;h;h;619768;328536;948304;No Activo
803;2020-12-02 08:50:17.028;h;h;h;h;h;619752;328552;948304;No Activo
804;2020-12-02 08:50:17.288;h;h;h;h;h;620004;328300;948304;No Activo
805;2020-12-02 08:50:17.547;h;h;h;h;h;619752;328552;948304;No Activo
806;2020-12-02 08:50:17.780;h;h;h;h;h;619768;328536;948304;No Activo
807;2020-12-02 08:50:18.012;h;h;h;h;h;620020;328284;948304;No Activo
808;2020-12-02 08:50:18.245;h;h;h;h;h;620004;328300;948304;No Activo
809;2020-12-02 08:50:18.505;h;h;h;h;h;620020;328284;948304;No Activo
810;2020-12-02 08:50:18.764;h;h;h;h;h;619752;328552;948304;No Activo
811;2020-12-02 08:50:18.997;h;h;h;h;h;619784;328520;948304;No Activo
812;2020-12-02 08:50:19.230;h;h;h;h;h;619768;328536;948304;No Activo
813;2020-12-02 08:50:19.464;h;h;h;h;h;619752;328552;948304;No Activo
814;2020-12-02 08:50:19.723;h;h;h;h;h;619808;328496;948304;No Activo
815;2020-12-02 08:50:19.980;h;h;h;h;h;619524;328780;948304;No Activo
816;2020-12-02 08:50:20.213;h;h;h;h;h;619028;329276;948304;No Activo
817;2020-12-02 08:50:20.447;h;h;h;h;h;619280;329024;948304;No Activo
818;2020-12-02 08:50:20.681;h;h;h;h;h;619248;329056;948304;No Activo
819;2020-12-02 08:50:20.943;h;h;h;h;h;619264;329040;948304;No Activo
820;2020-12-02 08:50:21.204;h;h;h;h;h;619264;329040;948304;No Activo
821;2020-12-02 08:50:21.464;h;h;h;h;h;619248;329056;948304;No Activo
822;2020-12-02 08:50:21.697;h;h;h;h;h;619532;328772;948304;No Activo
823;2020-12-02 08:50:21.929;h;h;h;h;h;619532;328772;948304;No Activo
824;2020-12-02 08:50:22.163;h;h;h;h;h;619516;328788;948304;No Activo
825;2020-12-02 08:50:22.424;h;h;h;h;h;619484;328820;948304;No Activo
826;2020-12-02 08:50:22.685;h;h;h;h;h;619484;328820;948304;No Activo
827;2020-12-02 08:50:22.919;h;h;h;h;h;619492;328812;948304;No Activo
828;2020-12-02 08:50:23.153;h;h;h;h;h;619500;328804;948304;No Activo
829;2020-12-02 08:50:23.387;h;h;h;h;h;619540;328764;948304;No Activo
830;2020-12-02 08:50:23.651;h;h;h;h;h;619532;328772;948304;No Activo
831;2020-12-02 08:50:23.915;h;h;h;h;h;619280;329024;948304;No Activo
832;2020-12-02 08:50:24.148;h;h;h;h;h;618500;329804;948304;No Activo
833;2020-12-02 08:50:24.381;h;h;h;h;h;618500;329804;948304;No Activo
834;2020-12-02 08:50:24.613;h;h;h;h;h;618760;329544;948304;No Activo
835;2020-12-02 08:50:24.872;h;h;h;h;h;612744;335560;948304;No Activo
836;2020-12-02 08:50:25.111;h;h;h;h;h;617524;330780;948304;No Activo
837;2020-12-02 08:50:25.343;h;h;h;h;h;617472;330832;948304;No Activo
838;2020-12-02 08:50:25.576;h;h;h;h;h;617760;330544;948304;No Activo
839;2020-12-02 08:50:25.834;h;h;h;h;h;617760;330544;948304;No Activo
840;2020-12-02 08:50:26.066;h;h;h;h;h;617996;330308;948304;No Activo
841;2020-12-02 08:50:26.299;h;h;h;h;h;617492;330812;948304;No Activo
842;2020-12-02 08:50:26.532;h;h;h;h;h;617768;330536;948304;No Activo
843;2020-12-02 08:50:26.790;h;h;h;h;h;617476;330828;948304;No Activo
844;2020-12-02 08:50:27.048;h;h;h;h;h;617736;330568;948304;No Activo
845;2020-12-02 08:50:27.280;h;h;h;h;h;617476;330828;948304;No Activo
846;2020-12-02 08:50:27.512;h;h;h;h;h;617744;330560;948304;No Activo
847;2020-12-02 08:50:27.745;h;h;h;h;h;617744;330560;948304;No Activo
848;2020-12-02 08:50:28.003;h;h;h;h;h;617744;330560;948304;No Activo
849;2020-12-02 08:50:28.264;h;h;h;h;h;617524;330780;948304;No Activo
850;2020-12-02 08:50:28.497;h;h;h;h;h;617516;330788;948304;No Activo
851;2020-12-02 08:50:28.730;h;h;h;h;h;617500;330804;948304;No Activo
852;2020-12-02 08:50:28.964;h;h;h;h;h;617768;330536;948304;No Activo
853;2020-12-02 08:50:29.221;h;h;h;h;h;617500;330804;948304;No Activo
854;2020-12-02 08:50:29.480;h;h;h;h;h;617464;330840;948304;No Activo
855;2020-12-02 08:50:29.712;h;h;h;h;h;617716;330588;948304;No Activo
856;2020-12-02 08:50:29.944;h;h;h;h;h;617684;330620;948304;No Activo
857;2020-12-02 08:50:30.176;h;h;h;h;h;617396;330908;948304;No Activo
858;2020-12-02 08:50:30.437;h;h;h;h;h;617752;330552;948304;No Activo
859;2020-12-02 08:50:30.695;h;h;h;h;h;617752;330552;948304;No Activo
860;2020-12-02 08:50:30.927;h;h;h;h;h;617988;330316;948304;No Activo
861;2020-12-02 08:50:31.159;h;h;h;h;h;617768;330536;948304;No Activo
862;2020-12-02 08:50:31.392;h;h;h;h;h;617784;330520;948304;No Activo
863;2020-12-02 08:50:31.652;h;h;h;h;h;617732;330572;948304;No Activo
864;2020-12-02 08:50:31.909;h;h;h;h;h;617448;330856;948304;No Activo
865;2020-12-02 08:50:32.141;h;h;h;h;h;617968;330336;948304;No Activo
866;2020-12-02 08:50:32.372;h;h;h;h;h;618524;329780;948304;No Activo
867;2020-12-02 08:50:32.604;h;h;h;h;h;618792;329512;948304;No Activo
868;2020-12-02 08:50:32.868;h;h;h;h;h;618272;330032;948304;No Activo
869;2020-12-02 08:50:33.099;h;h;h;h;h;618508;329796;948304;No Activo
870;2020-12-02 08:50:33.331;h;h;h;h;h;618744;329560;948304;No Activo
871;2020-12-02 08:50:33.563;h;h;h;h;h;618508;329796;948304;No Activo
872;2020-12-02 08:50:33.821;h;h;h;h;h;618492;329812;948304;No Activo
873;2020-12-02 08:50:34.078;h;h;h;h;h;618492;329812;948304;No Activo
874;2020-12-02 08:50:34.310;h;h;h;h;h;618508;329796;948304;No Activo
875;2020-12-02 08:50:34.542;h;h;h;h;h;618516;329788;948304;No Activo
876;2020-12-02 08:50:34.773;h;h;h;h;h;618516;329788;948304;No Activo
877;2020-12-02 08:50:35.030;h;h;h;h;h;618280;330024;948304;No Activo
878;2020-12-02 08:50:35.287;h;h;h;h;h;618548;329756;948304;No Activo
879;2020-12-02 08:50:35.520;h;h;h;h;h;618296;330008;948304;No Activo
880;2020-12-02 08:50:35.752;h;h;h;h;h;618044;330260;948304;No Activo
881;2020-12-02 08:50:35.984;h;h;h;h;h;617548;330756;948304;No Activo
882;2020-12-02 08:50:36.247;h;h;h;h;h;617792;330512;948304;No Activo
883;2020-12-02 08:50:36.508;h;h;h;h;h;618044;330260;948304;No Activo
884;2020-12-02 08:50:36.744;h;h;h;h;h;617808;330496;948304;No Activo
885;2020-12-02 08:50:36.976;h;h;h;h;h;617808;330496;948304;No Activo
886;2020-12-02 08:50:37.210;h;h;h;h;h;617832;330472;948304;No Activo
887;2020-12-02 08:50:37.470;h;h;h;h;h;617808;330496;948304;No Activo
888;2020-12-02 08:50:37.734;h;h;h;h;h;617816;330488;948304;No Activo
889;2020-12-02 08:50:37.966;h;h;h;h;h;618068;330236;948304;No Activo
890;2020-12-02 08:50:38.198;h;h;h;h;h;618084;330220;948304;No Activo
891;2020-12-02 08:50:38.429;h;h;h;h;h;618352;329952;948304;No Activo
892;2020-12-02 08:50:38.686;h;h;h;h;h;618012;330292;948304;No Activo
893;2020-12-02 08:50:38.943;h;h;h;h;h;618028;330276;948304;No Activo
894;2020-12-02 08:50:39.175;h;h;h;h;h;618272;330032;948304;No Activo
895;2020-12-02 08:50:39.407;h;h;h;h;h;618288;330016;948304;No Activo
896;2020-12-02 08:50:39.641;h;h;h;h;h;617784;330520;948304;No Activo
897;2020-12-02 08:50:39.899;h;h;h;h;h;617532;330772;948304;No Activo
898;2020-12-02 08:50:40.157;h;h;h;h;h;617784;330520;948304;No Activo
899;2020-12-02 08:50:40.389;h;h;h;h;h;618036;330268;948304;No Activo
900;2020-12-02 08:50:40.620;h;h;h;h;h;617784;330520;948304;No Activo
901;2020-12-02 08:50:40.852;h;h;h;h;h;618036;330268;948304;No Activo
902;2020-12-02 08:50:41.109;h;h;h;h;h;617800;330504;948304;No Activo
903;2020-12-02 08:50:41.369;h;h;h;h;h;617792;330512;948304;No Activo
904;2020-12-02 08:50:41.600;h;h;h;h;h;617540;330764;948304;No Activo
905;2020-12-02 08:50:41.832;h;h;h;h;h;617792;330512;948304;No Activo
906;2020-12-02 08:50:42.064;h;h;h;h;h;617800;330504;948304;No Activo
907;2020-12-02 08:50:42.321;h;h;h;h;h;617532;330772;948304;No Activo
908;2020-12-02 08:50:42.578;h;h;h;h;h;617296;331008;948304;No Activo
909;2020-12-02 08:50:42.810;h;h;h;h;h;617732;330572;948304;No Activo
910;2020-12-02 08:50:43.043;h;h;h;h;h;617724;330580;948304;No Activo
911;2020-12-02 08:50:43.277;h;h;h;h;h;617968;330336;948304;No Activo
912;2020-12-02 08:50:43.538;h;h;h;h;h;617960;330344;948304;No Activo
913;2020-12-02 08:50:43.799;h;h;h;h;h;617800;330504;948304;No Activo
914;2020-12-02 08:50:44.033;h;h;h;h;h;617784;330520;948304;No Activo
915;2020-12-02 08:50:44.266;h;h;h;h;h;617816;330488;948304;No Activo
916;2020-12-02 08:50:44.500;h;h;h;h;h;617816;330488;948304;No Activo
917;2020-12-02 08:50:44.758;h;h;h;h;h;617816;330488;948304;No Activo
918;2020-12-02 08:50:45.017;h;h;h;h;h;618304;330000;948304;No Activo
919;2020-12-02 08:50:45.274;h;h;h;h;h;618320;329984;948304;No Activo
920;2020-12-02 08:50:45.534;h;h;h;h;h;618288;330016;948304;No Activo
921;2020-12-02 08:50:45.766;h;h;h;h;h;618036;330268;948304;No Activo
922;2020-12-02 08:50:45.998;h;h;h;h;h;618036;330268;948304;No Activo
923;2020-12-02 08:50:46.230;h;h;h;h;h;617784;330520;948304;No Activo
924;2020-12-02 08:50:46.487;h;h;h;h;h;617716;330588;948304;No Activo
925;2020-12-02 08:50:46.745;h;h;h;h;h;617716;330588;948304;No Activo
926;2020-12-02 08:50:46.977;h;h;h;h;h;617748;330556;948304;No Activo
927;2020-12-02 08:50:47.208;h;h;h;h;h;617716;330588;948304;No Activo
928;2020-12-02 08:50:47.440;h;h;h;h;h;617784;330520;948304;No Activo
929;2020-12-02 08:50:47.697;h;h;h;h;h;616540;331764;948304;No Activo
930;2020-12-02 08:50:47.955;h;h;h;h;h;616524;331780;948304;No Activo
931;2020-12-02 08:50:48.187;h;h;h;h;h;617012;331292;948304;No Activo
932;2020-12-02 08:50:48.420;h;h;h;h;h;617532;330772;948304;No Activo
933;2020-12-02 08:50:48.652;h;h;h;h;h;617784;330520;948304;No Activo
934;2020-12-02 08:50:48.909;h;h;h;h;h;617532;330772;948304;No Activo
935;2020-12-02 08:50:49.166;h;h;h;h;h;617296;331008;948304;No Activo
936;2020-12-02 08:50:49.398;h;h;h;h;h;617532;330772;948304;No Activo
937;2020-12-02 08:50:49.630;h;h;h;h;h;617288;331016;948304;No Activo
938;2020-12-02 08:50:49.862;h;h;h;h;h;617556;330748;948304;No Activo
939;2020-12-02 08:50:50.119;h;h;h;h;h;617540;330764;948304;No Activo
940;2020-12-02 08:50:50.376;h;h;h;h;h;617540;330764;948304;No Activo
941;2020-12-02 08:50:50.608;h;h;h;h;h;617540;330764;948304;No Activo
942;2020-12-02 08:50:50.839;h;h;h;h;h;617556;330748;948304;No Activo
943;2020-12-02 08:50:51.071;h;h;h;h;h;617824;330480;948304;No Activo
944;2020-12-02 08:50:51.329;h;h;h;h;h;617540;330764;948304;No Activo
945;2020-12-02 08:50:51.589;h;h;h;h;h;617524;330780;948304;No Activo
946;2020-12-02 08:50:51.823;h;h;h;h;h;617524;330780;948304;No Activo
947;2020-12-02 08:50:52.057;h;h;h;h;h;617288;331016;948304;No Activo
948;2020-12-02 08:50:52.291;h;h;h;h;h;617288;331016;948304;No Activo
949;2020-12-02 08:50:52.552;h;h;h;h;h;617288;331016;948304;No Activo
950;2020-12-02 08:50:52.809;h;h;h;h;h;617304;331000;948304;No Activo
951;2020-12-02 08:50:53.043;h;h;h;h;h;617540;330764;948304;No Activo
952;2020-12-02 08:50:53.277;h;h;h;h;h;617540;330764;948304;No Activo
953;2020-12-02 08:50:53.509;h;h;h;h;h;616720;331584;948304;No Activo
954;2020-12-02 08:50:53.768;h;h;h;h;h;616948;331356;948304;No Activo
955;2020-12-02 08:50:54.026;h;h;h;h;h;617208;331096;948304;No Activo
956;2020-12-02 08:50:54.258;h;h;h;h;h;617792;330512;948304;No Activo
957;2020-12-02 08:50:54.489;h;h;h;h;h;617556;330748;948304;No Activo
958;2020-12-02 08:50:54.721;h;h;h;h;h;617556;330748;948304;No Activo
959;2020-12-02 08:50:54.978;h;h;h;h;h;617288;331016;948304;No Activo
960;2020-12-02 08:50:55.235;h;h;h;h;h;617556;330748;948304;No Activo
961;2020-12-02 08:50:55.467;h;h;h;h;h;617488;330816;948304;No Activo
962;2020-12-02 08:50:55.699;h;h;h;h;h;617672;330632;948304;No Activo
963;2020-12-02 08:50:55.932;h;h;h;h;h;617152;331152;948304;No Activo
964;2020-12-02 08:50:56.189;h;h;h;h;h;617176;331128;948304;No Activo
965;2020-12-02 08:50:56.450;h;h;h;h;h;617312;330992;948304;No Activo
966;2020-12-02 08:50:56.682;h;h;h;h;h;617328;330976;948304;No Activo
967;2020-12-02 08:50:56.916;h;h;h;h;h;617312;330992;948304;No Activo
968;2020-12-02 08:50:57.149;h;h;h;h;h;617344;330960;948304;No Activo
969;2020-12-02 08:50:57.409;h;h;h;h;h;617296;331008;948304;No Activo
970;2020-12-02 08:50:57.669;h;h;h;h;h;617548;330756;948304;No Activo
971;2020-12-02 08:50:57.904;h;h;h;h;h;617548;330756;948304;No Activo
972;2020-12-02 08:50:58.136;h;h;h;h;h;617580;330724;948304;No Activo
973;2020-12-02 08:50:58.371;h;h;h;h;h;617580;330724;948304;No Activo
974;2020-12-02 08:50:58.627;h;h;h;h;h;617816;330488;948304;No Activo
975;2020-12-02 08:50:58.890;h;h;h;h;h;617816;330488;948304;No Activo
976;2020-12-02 08:50:59.123;h;h;h;h;h;617800;330504;948304;No Activo
977;2020-12-02 08:50:59.356;h;h;h;h;h;617832;330472;948304;No Activo
978;2020-12-02 08:50:59.588;h;h;h;h;h;617848;330456;948304;No Activo
979;2020-12-02 08:50:59.850;h;h;h;h;h;617556;330748;948304;No Activo
980;2020-12-02 08:51:00.113;h;h;h;h;h;618028;330276;948304;No Activo
981;2020-12-02 08:51:00.347;h;h;h;h;h;618044;330260;948304;No Activo
982;2020-12-02 08:51:00.580;h;h;h;h;h;618044;330260;948304;No Activo
983;2020-12-02 08:51:00.815;h;h;h;h;h;618060;330244;948304;No Activo
984;2020-12-02 08:51:01.077;h;h;h;h;h;618016;330288;948304;No Activo
985;2020-12-02 08:51:01.334;h;h;h;h;h;618044;330260;948304;No Activo
986;2020-12-02 08:51:01.567;h;h;h;h;h;618100;330204;948304;No Activo
987;2020-12-02 08:51:01.800;h;h;h;h;h;618084;330220;948304;No Activo
988;2020-12-02 08:51:02.033;h;h;h;h;h;618068;330236;948304;No Activo
989;2020-12-02 08:51:02.290;h;h;h;h;h;618060;330244;948304;No Activo
990;2020-12-02 08:51:02.551;h;h;h;h;h;618044;330260;948304;No Activo
991;2020-12-02 08:51:02.784;h;h;h;h;h;618100;330204;948304;No Activo
992;2020-12-02 08:51:03.018;h;h;h;h;h;618060;330244;948304;No Activo
993;2020-12-02 08:51:03.252;h;h;h;h;h;618060;330244;948304;No Activo
994;2020-12-02 08:51:03.514;h;h;h;h;h;618084;330220;948304;No Activo
995;2020-12-02 08:51:03.747;h;h;h;h;h;618092;330212;948304;No Activo
996;2020-12-02 08:51:03.980;h;h;h;h;h;618312;329992;948304;No Activo
997;2020-12-02 08:51:04.214;h;h;h;h;h;618328;329976;948304;No Activo
998;2020-12-02 08:51:04.472;h;h;h;h;h;618336;329968;948304;No Activo
999;2020-12-02 08:51:04.704;h;h;h;h;h;618644;329660;948304;No Activo
1000;2020-12-02 08:51:04.937;h;h;h;h;h;618620;329684;948304;No Activo
1001;2020-12-02 08:51:05.170;h;h;h;h;h;618604;329700;948304;No Activo
1002;2020-12-02 08:51:05.430;h;h;h;h;h;618840;329464;948304;No Activo
1003;2020-12-02 08:51:05.689;h;h;h;h;h;618588;329716;948304;No Activo
1004;2020-12-02 08:51:05.926;h;h;h;h;h;618320;329984;948304;No Activo
1005;2020-12-02 08:51:06.160;h;h;h;h;h;618336;329968;948304;No Activo
1006;2020-12-02 08:51:06.393;h;h;h;h;h;618320;329984;948304;No Activo
1007;2020-12-02 08:51:06.651;h;h;h;h;h;618344;329960;948304;No Activo
1008;2020-12-02 08:51:06.884;h;h;h;h;h;618352;329952;948304;No Activo
1009;2020-12-02 08:51:07.116;h;h;h;h;h;618368;329936;948304;No Activo
1010;2020-12-02 08:51:07.350;h;h;h;h;h;618352;329952;948304;No Activo
1011;2020-12-02 08:51:07.608;h;h;h;h;h;618320;329984;948304;No Activo
1012;2020-12-02 08:51:07.839;h;h;h;h;h;618068;330236;948304;No Activo
1013;2020-12-02 08:51:08.071;h;h;h;h;h;618320;329984;948304;No Activo
1014;2020-12-02 08:51:08.304;h;h;h;h;h;618068;330236;948304;No Activo
1015;2020-12-02 08:51:08.561;h;h;h;h;h;618052;330252;948304;No Activo
